"TransactionNo","Date","AccountNo","TransactionType","Amount","SGD_Amount","Currency","index","d_balance"
4745,"27-Aug-2020",4,"Spend",-4.7,-4.7,"SGD",40,1484.58753455726
4746,"27-Aug-2020",4,"Spend",-4.7,-4.7,"SGD",40,1479.88627767886
4747,"27-Aug-2020",4,"Spend",-0.67,-0.93,"USD",40,1478.95130225719
4748,"27-Aug-2020",4,"Spend",-4.7,-4.7,"SGD",40,1474.25004537879
961,"28-Aug-2020",4,"Withdraw",-8.37001214910003,-8.37001214910003,"SGD",41,560.053878015809
962,"28-Aug-2020",4,"Withdraw",-0.0910016128524625,-0.0910016128524625,"SGD",41,559.962876402957
963,"28-Aug-2020",4,"Withdraw",-0.011640634515129,-0.011640634515129,"SGD",41,559.951235768441
964,"28-Aug-2020",4,"Withdraw",-0.399065584591981,-0.399065584591981,"SGD",41,559.552170183849
965,"28-Aug-2020",4,"Withdraw",-0.0815040249763485,-0.0815040249763485,"SGD",41,559.470666158873
966,"28-Aug-2020",4,"Withdraw",-0.190084578992774,-0.190084578992774,"SGD",41,559.28058157988
967,"28-Aug-2020",4,"Withdraw",-0.166326088502846,-0.166326088502846,"SGD",41,559.114255491377
968,"31-Aug-2020",4,"Withdraw",-0.268739852406865,-0.268739852406865,"SGD",42,558.845515638971
969,"31-Aug-2020",4,"Withdraw",-0.387075105464546,-0.387075105464546,"SGD",42,558.458440533506
970,"31-Aug-2020",4,"Withdraw",-212.288833314784,-212.288833314784,"SGD",42,346.169607218722
971,"31-Aug-2020",4,"Withdraw",-0.141364744297484,-0.141364744297484,"SGD",42,346.028242474425
972,"31-Aug-2020",4,"Interest",0.145331861839258,0.145331861839258,"SGD",42,346.173574336264
4749,"31-Aug-2020",4,"Spend",-4.7,-4.7,"SGD",42,1469.54878850039
4750,"31-Aug-2020",4,"Spend",-3.82,-0.77,"CNY",42,1468.7778429141
4751,"31-Aug-2020",4,"Spend",-4.7,-4.7,"SGD",42,1464.0765860357
4752,"31-Aug-2020",4,"Spend",-0.3,-0.41,"USD",42,1463.66781634124
973,"1-Sep-2020",4,"Withdraw",-0.237666293106681,-0.237666293106681,"SGD",43,345.935908043157
974,"1-Sep-2020",4,"Withdraw",-0.00550055980609081,-0.00550055980609081,"SGD",43,345.930407483351
975,"1-Sep-2020",4,"Withdraw",-5.80899551381021,-5.80899551381021,"SGD",43,340.121411969541
976,"1-Sep-2020",4,"Withdraw",-1.08741889774463,-1.08741889774463,"SGD",43,339.033993071796
977,"1-Sep-2020",4,"Withdraw",-0.112043000448661,-0.112043000448661,"SGD",43,338.921950071348
4753,"1-Sep-2020",4,"Spend",-10.71,-2.17,"CNY",43,1461.49317445801
4754,"1-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",43,1456.79191757961
4755,"1-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",43,1452.09066070121
978,"2-Sep-2020",4,"Withdraw",-1.88188514971091,-1.88188514971091,"SGD",44,337.040064921637
979,"2-Sep-2020",4,"Withdraw",-0.314307409351262,-0.314307409351262,"SGD",44,336.725757512286
980,"2-Sep-2020",4,"Withdraw",-0.179632193689939,-0.179632193689939,"SGD",44,336.546125318596
981,"2-Sep-2020",4,"Withdraw",-270.09030922244,-270.09030922244,"SGD",44,66.4558160961558
982,"2-Sep-2020",4,"Withdraw",-0.524202230147735,-0.524202230147735,"SGD",44,65.931613866008
983,"2-Sep-2020",4,"Withdraw",-0.00672395136426609,-0.00672395136426609,"SGD",44,65.9248899146438
4756,"2-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",44,1447.38940382281
4757,"2-Sep-2020",4,"Spend",-3.05,-4.23,"USD",44,1443.15485026986
4758,"2-Sep-2020",4,"Spend",-0.09,-0.12,"USD",44,1443.03248719175
4759,"2-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",44,1438.33123031335
984,"3-Sep-2020",4,"Withdraw",-0.175561866865741,-0.175561866865741,"SGD",45,65.7493280477781
985,"3-Sep-2020",4,"Withdraw",-0.0434753868431211,-0.0434753868431211,"SGD",45,65.7058526609349
986,"3-Sep-2020",4,"Withdraw",-7.39462832820275,-7.39462832820275,"SGD",45,58.3112243327322
987,"3-Sep-2020",4,"Withdraw",-1.2588827625037,-1.2588827625037,"SGD",45,57.0523415702285
988,"3-Sep-2020",4,"Withdraw",-4.28654633550435,-4.28654633550435,"SGD",45,52.7657952347241
989,"3-Sep-2020",4,"Withdraw",-0.016925732357055,-0.016925732357055,"SGD",45,52.7488695023671
990,"3-Sep-2020",4,"Withdraw",-0.181504046077456,-0.181504046077456,"SGD",45,52.5673654562896
991,"3-Sep-2020",4,"Withdraw",-12.5817631565013,-12.5817631565013,"SGD",45,39.9856022997884
992,"3-Sep-2020",4,"Withdraw",-36.4805433020321,-36.4805433020321,"SGD",45,3.50505899775622
993,"3-Sep-2020",4,"Withdraw",-0.00134687702566325,-0.00134687702566325,"SGD",45,3.50371212073056
994,"3-Sep-2020",4,"Withdraw",-1.37001147478312,-1.37001147478312,"SGD",45,2.13370064594744
4760,"3-Sep-2020",4,"Spend",-0.74,-0.15,"CNY",45,1438.17986439745
4761,"3-Sep-2020",4,"Spend",-4.28,-5.95,"USD",45,1432.23232698388
4762,"3-Sep-2020",4,"Spend",-3.64,-0.74,"CNY",45,1431.49120935082
4763,"3-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",45,1426.78995247242
4764,"3-Sep-2020",4,"Spend",-2.28,-0.46,"CNY",45,1426.32632079609
4765,"3-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",45,1421.62506391769
4766,"3-Sep-2020",4,"Spend",-0.08,-0.1,"USD",45,1421.52023000037
4767,"3-Sep-2020",4,"Spend",-420.83,-85.6,"CNY",45,1335.9201972308
995,"8-Sep-2020",4,"Withdraw",-0.120825519057098,-0.120825519057098,"SGD",46,2.01287512689034
996,"8-Sep-2020",4,"Withdraw",-1.69339984698054,-1.69339984698054,"SGD",46,0.3194752799098
4768,"8-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",46,1331.2189403524
4769,"8-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",46,1326.517683474
4770,"8-Sep-2020",4,"Spend",-1.53,-0.31,"CNY",46,1326.20601452402
4771,"8-Sep-2020",4,"Spend",-1.12,-0.23,"CNY",46,1325.97730351864
4772,"8-Sep-2020",4,"Spend",-0.38,-0.53,"USD",46,1325.44571402082
997,"9-Sep-2020",4,"Deposit",1723.01915893331,1723.01915893331,"SGD",47,1723.33863421322
998,"9-Sep-2020",4,"Withdraw",-0.176415652468099,-0.176415652468099,"SGD",47,1723.16221856075
999,"9-Sep-2020",4,"Withdraw",-0.627622757087708,-0.627622757087708,"SGD",47,1722.53459580367
1000,"9-Sep-2020",4,"Withdraw",-0.213008403031562,-0.213008403031562,"SGD",47,1722.32158740063
1001,"9-Sep-2020",4,"Withdraw",-8.52978309724952,-8.52978309724952,"SGD",47,1713.79180430338
1002,"9-Sep-2020",4,"Withdraw",-1.38611454466197,-1.38611454466197,"SGD",47,1712.40568975872
1003,"10-Sep-2020",4,"Deposit",1632.05779786222,1632.05779786222,"SGD",48,3344.46348762094
1004,"10-Sep-2020",4,"Withdraw",-4.18140899794506,-4.18140899794506,"SGD",48,3340.28207862299
1005,"10-Sep-2020",4,"Withdraw",-5.1055171035527,-5.1055171035527,"SGD",48,3335.17656151944
1006,"10-Sep-2020",4,"Withdraw",-5.28072516068612,-5.28072516068612,"SGD",48,3329.89583635876
1007,"10-Sep-2020",4,"Withdraw",-0.00452611978562321,-0.00452611978562321,"SGD",48,3329.89131023897
1008,"10-Sep-2020",4,"Withdraw",-2.78036952267344,-2.78036952267344,"SGD",48,3327.1109407163
1009,"10-Sep-2020",4,"Withdraw",-0.271613400328984,-0.271613400328984,"SGD",48,3326.83932731597
1010,"10-Sep-2020",4,"Withdraw",-2.95277388469811,-2.95277388469811,"SGD",48,3323.88655343127
4773,"10-Sep-2020",4,"Spend",-11.29,-15.75,"USD",48,1309.69204881709
4774,"10-Sep-2020",4,"Spend",-1.15,-1.61,"USD",48,1308.08390070432
4775,"10-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",48,1303.38264382592
1011,"11-Sep-2020",4,"Withdraw",-0.0793617722649003,-0.0793617722649003,"SGD",49,3323.807191659
1012,"11-Sep-2020",4,"Withdraw",-1.69568191661094,-1.69568191661094,"SGD",49,3322.11150974239
1013,"11-Sep-2020",4,"Withdraw",-3.49078636927386,-3.49078636927386,"SGD",49,3318.62072337312
1014,"11-Sep-2020",4,"Withdraw",-30.4451491998774,-30.4451491998774,"SGD",49,3288.17557417324
1015,"11-Sep-2020",4,"Withdraw",-0.0124624844667249,-0.0124624844667249,"SGD",49,3288.16311168878
1016,"11-Sep-2020",4,"Withdraw",-5.29227745536961,-5.29227745536961,"SGD",49,3282.87083423341
4776,"11-Sep-2020",4,"Spend",-4.73,-6.59,"USD",49,1296.78914938409
4777,"11-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",49,1292.08789250569
4778,"11-Sep-2020",4,"Spend",-8.96,-1.83,"CNY",49,1290.25960870399
4779,"11-Sep-2020",4,"Spend",-12.77,-17.82,"USD",49,1272.44374468548
1017,"14-Sep-2020",4,"Withdraw",-2.12404690633124,-2.12404690633124,"SGD",50,3280.74678732707
1018,"14-Sep-2020",4,"Withdraw",-1.96030865990484,-1.96030865990484,"SGD",50,3278.78647866717
1019,"14-Sep-2020",4,"Withdraw",-6.11077881229622,-6.11077881229622,"SGD",50,3272.67569985487
1020,"14-Sep-2020",4,"Withdraw",-1088.5584257739,-1088.5584257739,"SGD",50,2184.11727408097
1021,"14-Sep-2020",4,"Withdraw",-2.84449467862263,-2.84449467862263,"SGD",50,2181.27277940235
1022,"14-Sep-2020",4,"Withdraw",-1.24614144294809,-1.24614144294809,"SGD",50,2180.0266379594
1023,"14-Sep-2020",4,"Withdraw",-0.59417340607895,-0.59417340607895,"SGD",50,2179.43246455332
1024,"14-Sep-2020",4,"Withdraw",-0.426595194496024,-0.426595194496024,"SGD",50,2179.00586935883
1025,"15-Sep-2020",4,"Withdraw",-3.92963297170041,-3.92963297170041,"SGD",51,2175.07623638713
1026,"15-Sep-2020",4,"Withdraw",-0.897494824463144,-0.897494824463144,"SGD",51,2174.17874156266
1027,"15-Sep-2020",4,"Withdraw",-20.3130560550068,-20.3130560550068,"SGD",51,2153.86568550766
1028,"15-Sep-2020",4,"Withdraw",-17.2163029373274,-17.2163029373274,"SGD",51,2136.64938257033
1029,"15-Sep-2020",4,"Withdraw",-0.0155530816170232,-0.0155530816170232,"SGD",51,2136.63382948871
1030,"15-Sep-2020",4,"Withdraw",-0.157951395219254,-0.157951395219254,"SGD",51,2136.47587809349
4780,"15-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",51,1267.74248780708
4781,"15-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",51,1263.04123092868
1031,"16-Sep-2020",4,"Withdraw",-12.8406567319742,-12.8406567319742,"SGD",52,2123.63522136152
1032,"16-Sep-2020",4,"Withdraw",-0.00535840329211463,-0.00535840329211463,"SGD",52,2123.62986295823
1033,"16-Sep-2020",4,"Withdraw",-0.356985799884631,-0.356985799884631,"SGD",52,2123.27287715834
1034,"16-Sep-2020",4,"Withdraw",-19.1265297040953,-19.1265297040953,"SGD",52,2104.14634745425
1035,"16-Sep-2020",4,"Withdraw",-1.3467382488572,-1.3467382488572,"SGD",52,2102.79960920539
1036,"16-Sep-2020",4,"Withdraw",-2.82062107399324,-2.82062107399324,"SGD",52,2099.9789881314
4782,"16-Sep-2020",4,"Spend",-3.67,-0.75,"CNY",52,1262.28821104511
4783,"16-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",52,1257.58695416671
1037,"17-Sep-2020",4,"Withdraw",-32.509996666636,-32.509996666636,"SGD",53,2067.46899146476
1038,"17-Sep-2020",4,"Withdraw",-1.80218559733027,-1.80218559733027,"SGD",53,2065.66680586743
1039,"17-Sep-2020",4,"Withdraw",-53.4616454392405,-53.4616454392405,"SGD",53,2012.20516042819
1040,"17-Sep-2020",4,"Withdraw",-0.0540290612154097,-0.0540290612154097,"SGD",53,2012.15113136698
1041,"17-Sep-2020",4,"Withdraw",-4.21300280344043,-4.21300280344043,"SGD",53,2007.93812856354
1042,"17-Sep-2020",4,"Withdraw",-0.0299806181457277,-0.0299806181457277,"SGD",53,2007.90814794539
1043,"17-Sep-2020",4,"Withdraw",-0.714125682884266,-0.714125682884266,"SGD",53,2007.19402226251
1044,"17-Sep-2020",4,"Withdraw",-0.00465922922579873,-0.00465922922579873,"SGD",53,2007.18936303328
4784,"17-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",53,1252.88569728831
4785,"17-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",53,1248.18444040991
4786,"17-Sep-2020",4,"Spend",-8.18,-11.38,"USD",53,1236.80885437034
4787,"17-Sep-2020",4,"Spend",-1.45,-0.3,"CNY",53,1236.51157430935
1045,"18-Sep-2020",4,"Withdraw",-0.00335737185283454,-0.00335737185283454,"SGD",54,2007.18600566143
1046,"18-Sep-2020",4,"Withdraw",-833.586650077253,-833.586650077253,"SGD",54,1173.59935558417
4788,"18-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",54,1231.81031743095
4789,"18-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",54,1227.10906055255
1047,"21-Sep-2020",4,"Withdraw",-5.15878644660922,-5.15878644660922,"SGD",55,1168.44056913756
1048,"21-Sep-2020",4,"Withdraw",-0.175576409067284,-0.175576409067284,"SGD",55,1168.2649927285
1049,"21-Sep-2020",4,"Withdraw",-0.0362099275259195,-0.0362099275259195,"SGD",55,1168.22878280097
1050,"21-Sep-2020",4,"Withdraw",-0.00950050537692806,-0.00950050537692806,"SGD",55,1168.21928229559
4790,"21-Sep-2020",4,"Spend",-0.28,-0.39,"USD",55,1226.71646724286
4791,"21-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",55,1222.01521036446
1051,"22-Sep-2020",4,"Withdraw",-61.9856560123208,-61.9856560123208,"SGD",56,1106.23362628327
1052,"22-Sep-2020",4,"Withdraw",-2.45831799294211,-2.45831799294211,"SGD",56,1103.77530829033
4792,"22-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",56,1217.31395348606
4793,"22-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",56,1212.61269660766
1053,"23-Sep-2020",4,"Withdraw",-0.40005802122119,-0.40005802122119,"SGD",57,1103.37525026911
1054,"23-Sep-2020",4,"Withdraw",-0.0112146577972025,-0.0112146577972025,"SGD",57,1103.36403561131
1055,"23-Sep-2020",4,"Withdraw",-0.31592186518612,-0.31592186518612,"SGD",57,1103.04811374613
1056,"23-Sep-2020",4,"Withdraw",-49.9248104979751,-49.9248104979751,"SGD",57,1053.12330324815
4794,"23-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",57,1207.91143972926
4795,"23-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",57,1203.21018285086
4796,"23-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",57,1198.50892597246
1057,"24-Sep-2020",4,"Withdraw",-0.141884618578671,-0.141884618578671,"SGD",58,1052.98141862957
1058,"24-Sep-2020",4,"Withdraw",-0.021511767893023,-0.021511767893023,"SGD",58,1052.95990686168
1059,"24-Sep-2020",4,"Withdraw",-0.272103147367861,-0.272103147367861,"SGD",58,1052.68780371431
1060,"24-Sep-2020",4,"Withdraw",-0.331956730520107,-0.331956730520107,"SGD",58,1052.35584698379
4797,"24-Sep-2020",4,"Spend",-0.33,-0.07,"CNY",58,1198.44198153002
4798,"24-Sep-2020",4,"Spend",-6.15,-1.26,"CNY",58,1197.17713909495
4799,"24-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",58,1192.47588221655
4800,"24-Sep-2020",4,"Spend",-0.38,-0.08,"CNY",58,1192.39879388368
4801,"24-Sep-2020",4,"Spend",-5.6,-7.85,"USD",58,1184.54958785092
4802,"24-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",58,1179.84833097252
4803,"24-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",58,1175.14707409412
1061,"25-Sep-2020",4,"Withdraw",-0.441756151092328,-0.441756151092328,"SGD",59,1051.9140908327
1062,"25-Sep-2020",4,"Withdraw",-20.1301812132607,-20.1301812132607,"SGD",59,1031.78390961944
1063,"25-Sep-2020",4,"Withdraw",-0.360215494150981,-0.360215494150981,"SGD",59,1031.42369412529
1064,"25-Sep-2020",4,"Withdraw",-0.145979108032664,-0.145979108032664,"SGD",59,1031.27771501726
1065,"25-Sep-2020",4,"Withdraw",-2.72023796178766,-2.72023796178766,"SGD",59,1028.55747705547
1066,"25-Sep-2020",4,"Withdraw",-1.25014104170295,-1.25014104170295,"SGD",59,1027.30733601376
1067,"25-Sep-2020",4,"Withdraw",-6.21126055711559,-6.21126055711559,"SGD",59,1021.09607545665
4804,"25-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",59,1170.44581721572
4805,"25-Sep-2020",4,"Spend",-1.83,-0.38,"CNY",59,1170.06843134293
1068,"28-Sep-2020",4,"Withdraw",-0.0356021171628142,-0.0356021171628142,"SGD",60,1021.06047333949
1069,"28-Sep-2020",4,"Withdraw",-34.5176124089445,-34.5176124089445,"SGD",60,986.542860930541
1070,"28-Sep-2020",4,"Withdraw",-0.00316456510199412,-0.00316456510199412,"SGD",60,986.539696365439
1071,"28-Sep-2020",4,"Withdraw",-12.5385084566189,-12.5385084566189,"SGD",60,974.001187908821
1072,"28-Sep-2020",4,"Withdraw",-0.0560947785400028,-0.0560947785400028,"SGD",60,973.945093130281
1073,"28-Sep-2020",4,"Withdraw",-1.30097219663646,-1.30097219663646,"SGD",60,972.644120933644
1074,"28-Sep-2020",4,"Withdraw",-533.540064196505,-533.540064196505,"SGD",60,439.104056737139
4806,"28-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",60,1165.36717446453
4807,"28-Sep-2020",4,"Spend",-2.05,-0.42,"CNY",60,1164.94466304489
4808,"28-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",60,1160.24340616649
4809,"28-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",60,1155.54214928809
4810,"28-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",60,1150.84089240969
4811,"28-Sep-2020",4,"Spend",-2.66,-0.55,"CNY",60,1150.29406055621
1075,"29-Sep-2020",4,"Withdraw",-204.761382772928,-204.761382772928,"SGD",61,234.342673964211
1076,"29-Sep-2020",4,"Withdraw",-3.54249007010868,-3.54249007010868,"SGD",61,230.800183894102
1077,"29-Sep-2020",4,"Withdraw",-7.38882662357874,-7.38882662357874,"SGD",61,223.411357270523
1078,"29-Sep-2020",4,"Withdraw",-1.01925764481296,-1.01925764481296,"SGD",61,222.392099625711
1079,"29-Sep-2020",4,"Withdraw",-0.525629703117145,-0.525629703117145,"SGD",61,221.866469922593
1080,"29-Sep-2020",4,"Withdraw",-0.154664503940791,-0.154664503940791,"SGD",61,221.711805418653
1081,"29-Sep-2020",4,"Withdraw",-0.285330321512464,-0.285330321512464,"SGD",61,221.42647509714
4812,"29-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",61,1145.59280367781
4813,"29-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",61,1140.89154679941
4814,"29-Sep-2020",4,"Spend",-0.12,-0.03,"CNY",61,1140.86595991427
4815,"29-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",61,1136.16470303587
1082,"30-Sep-2020",4,"Withdraw",-0.0451525979744838,-0.0451525979744838,"SGD",62,221.381322499166
1083,"30-Sep-2020",4,"Withdraw",-9.07563974330771,-9.07563974330771,"SGD",62,212.305682755858
1084,"30-Sep-2020",4,"Withdraw",-0.15527697501237,-0.15527697501237,"SGD",62,212.150405780846
1085,"30-Sep-2020",4,"Withdraw",-0.242016983926332,-0.242016983926332,"SGD",62,211.908388796919
1086,"30-Sep-2020",4,"Withdraw",-0.132577329256629,-0.132577329256629,"SGD",62,211.775811467663
1087,"30-Sep-2020",4,"Interest",0.0889458408164183,0.0889458408164183,"SGD",62,211.864757308479
4816,"30-Sep-2020",4,"Spend",-4.7,-4.7,"SGD",62,1131.46344615747
4817,"30-Sep-2020",4,"Spend",-0.27,-0.38,"USD",62,1131.08545348618
1088,"1-Jul-2020",5,"Withdraw",-0.373892738089664,-0.373892738089664,"SGD",1,1797.81610726191
1089,"1-Jul-2020",5,"Withdraw",-0.451581387289831,-0.451581387289831,"SGD",1,1797.36452587462
1090,"1-Jul-2020",5,"Withdraw",-0.0722778575022013,-0.0722778575022013,"SGD",1,1797.29224801712
1091,"1-Jul-2020",5,"Withdraw",-6.46214240709708,-6.46214240709708,"SGD",1,1790.83010561002
1092,"1-Jul-2020",5,"Withdraw",-1.38819433357619,-1.38819433357619,"SGD",1,1789.44191127645
1093,"1-Jul-2020",5,"Withdraw",-11.9661686489692,-11.9661686489692,"SGD",1,1777.47574262748
1094,"1-Jul-2020",5,"Withdraw",-850.255896353323,-850.255896353323,"SGD",1,927.219846274153
1095,"1-Jul-2020",5,"Withdraw",-3.20878675750515,-3.20878675750515,"SGD",1,924.011059516648
1096,"1-Jul-2020",5,"Withdraw",-0.0787224116688247,-0.0787224116688247,"SGD",1,923.932337104979
1097,"1-Jul-2020",5,"Withdraw",-12.9935792667822,-12.9935792667822,"SGD",1,910.938757838197
4818,"1-Jul-2020",5,"Spend",-0.07,-0.01,"CNY",1,1999.98590320139
1098,"2-Jul-2020",5,"Deposit",1675.95765483566,1675.95765483566,"SGD",2,2586.89641267385
1099,"2-Jul-2020",5,"Withdraw",-16.0163337142366,-16.0163337142366,"SGD",2,2570.88007895962
1100,"2-Jul-2020",5,"Withdraw",-1.71532104581463,-1.71532104581463,"SGD",2,2569.1647579138
1101,"2-Jul-2020",5,"Withdraw",-13.1052231801461,-13.1052231801461,"SGD",2,2556.05953473366
1102,"2-Jul-2020",5,"Withdraw",-41.48449812944,-41.48449812944,"SGD",2,2514.57503660422
1103,"2-Jul-2020",5,"Withdraw",-4.46266105905833,-4.46266105905833,"SGD",2,2510.11237554516
1104,"2-Jul-2020",5,"Withdraw",-0.216453117574276,-0.216453117574276,"SGD",2,2509.89592242758
1105,"2-Jul-2020",5,"Withdraw",-0.691137568388901,-0.691137568388901,"SGD",2,2509.20478485919
1106,"2-Jul-2020",5,"Withdraw",-0.0115571874941914,-0.0115571874941914,"SGD",2,2509.1932276717
1107,"2-Jul-2020",5,"Withdraw",-0.460855460018473,-0.460855460018473,"SGD",2,2508.73237221168
1108,"2-Jul-2020",5,"Withdraw",-1.20980839237732,-1.20980839237732,"SGD",2,2507.5225638193
1109,"2-Jul-2020",5,"Withdraw",-12.4415628755713,-12.4415628755713,"SGD",2,2495.08100094373
4819,"2-Jul-2020",5,"Spend",-0.89,-0.18,"CNY",2,1999.80672273705
4820,"2-Jul-2020",5,"Spend",-13.08,-18.59,"USD",2,1981.21333513055
4821,"2-Jul-2020",5,"Spend",-3.05,-0.61,"CNY",2,1980.59948094922
4822,"2-Jul-2020",5,"Spend",-2.7,-3.84,"USD",2,1976.75729266204
4823,"2-Jul-2020",5,"Spend",-6.41,-9.11,"USD",2,1967.6500790634
4824,"2-Jul-2020",5,"Spend",-4.7,-4.7,"SGD",2,1962.948822185
1110,"7-Jul-2020",5,"Withdraw",-0.381152949385629,-0.381152949385629,"SGD",3,2494.69984799435
1111,"7-Jul-2020",5,"Withdraw",-0.983004170564547,-0.983004170564547,"SGD",3,2493.71684382378
1112,"7-Jul-2020",5,"Withdraw",-1.44861760771892,-1.44861760771892,"SGD",3,2492.26822621606
1113,"7-Jul-2020",5,"Withdraw",-0.157786673157661,-0.157786673157661,"SGD",3,2492.11043954291
1114,"7-Jul-2020",5,"Withdraw",-1.49177208273207,-1.49177208273207,"SGD",3,2490.61866746017
1115,"7-Jul-2020",5,"Withdraw",-8.51483946109272,-8.51483946109272,"SGD",3,2482.10382799908
1116,"7-Jul-2020",5,"Withdraw",-1.68984927862731,-1.68984927862731,"SGD",3,2480.41397872045
1117,"7-Jul-2020",5,"Withdraw",-6.06020027507551,-6.06020027507551,"SGD",3,2474.35377844538
1118,"7-Jul-2020",5,"Withdraw",-0.0516175892383778,-0.0516175892383778,"SGD",3,2474.30216085614
1119,"7-Jul-2020",5,"Withdraw",-677.361670618679,-677.361670618679,"SGD",3,1796.94049023746
1120,"7-Jul-2020",5,"Withdraw",-0.403968432150871,-0.403968432150871,"SGD",3,1796.53652180531
1121,"7-Jul-2020",5,"Withdraw",-109.175053753856,-109.175053753856,"SGD",3,1687.36146805145
1122,"7-Jul-2020",5,"Withdraw",-4.53606399633091,-4.53606399633091,"SGD",3,1682.82540405512
1123,"7-Jul-2020",5,"Withdraw",-11.8101048990062,-11.8101048990062,"SGD",3,1671.01529915612
1124,"7-Jul-2020",5,"Withdraw",-43.4094388223775,-43.4094388223775,"SGD",3,1627.60586033374
1125,"7-Jul-2020",5,"Withdraw",-0.0705091467560314,-0.0705091467560314,"SGD",3,1627.53535118698
4825,"7-Jul-2020",5,"Spend",-4.7,-4.7,"SGD",3,1958.2475653066
4826,"7-Jul-2020",5,"Spend",-2.93,-4.16,"USD",3,1954.08536679145
4827,"7-Jul-2020",5,"Spend",-13.85,-19.67,"USD",3,1934.41891731474
1126,"8-Jul-2020",5,"Withdraw",-0.66066566575327,-0.66066566575327,"SGD",4,1626.87468552123
1127,"8-Jul-2020",5,"Withdraw",-0.21029040579149,-0.21029040579149,"SGD",4,1626.66439511544
1128,"8-Jul-2020",5,"Withdraw",-0.241917722112551,-0.241917722112551,"SGD",4,1626.42247739333
1129,"8-Jul-2020",5,"Withdraw",-3.89994786420461,-3.89994786420461,"SGD",4,1622.52252952912
1130,"8-Jul-2020",5,"Withdraw",-8.65219799087926,-8.65219799087926,"SGD",4,1613.87033153824
1131,"8-Jul-2020",5,"Withdraw",-0.130064361773474,-0.130064361773474,"SGD",4,1613.74026717647
1132,"8-Jul-2020",5,"Withdraw",-0.000305723260116327,-0.000305723260116327,"SGD",4,1613.73996145321
1133,"8-Jul-2020",5,"Withdraw",-4.41030097524708,-4.41030097524708,"SGD",4,1609.32966047796
4828,"8-Jul-2020",5,"Spend",-4.7,-4.7,"SGD",4,1929.71766043634
1134,"9-Jul-2020",5,"Withdraw",-0.127919759205909,-0.127919759205909,"SGD",5,1609.20174071875
1135,"9-Jul-2020",5,"Withdraw",-35.4882267789544,-35.4882267789544,"SGD",5,1573.7135139398
1136,"9-Jul-2020",5,"Withdraw",-4.17054636051487,-4.17054636051487,"SGD",5,1569.54296757929
1137,"9-Jul-2020",5,"Withdraw",-8.73882664416537,-8.73882664416537,"SGD",5,1560.80414093512
1138,"9-Jul-2020",5,"Withdraw",-0.0148599089386429,-0.0148599089386429,"SGD",5,1560.78928102618
1139,"9-Jul-2020",5,"Withdraw",-0.636762846377733,-0.636762846377733,"SGD",5,1560.1525181798
1140,"9-Jul-2020",5,"Withdraw",-0.133907424175656,-0.133907424175656,"SGD",5,1560.01861075563
1141,"9-Jul-2020",5,"Withdraw",-33.2444740450509,-33.2444740450509,"SGD",5,1526.77413671058
1142,"9-Jul-2020",5,"Withdraw",-0.147852443311349,-0.147852443311349,"SGD",5,1526.62628426727
1143,"9-Jul-2020",5,"Withdraw",-4.26287312235223,-4.26287312235223,"SGD",5,1522.36341114491
1144,"9-Jul-2020",5,"Withdraw",-0.0742123118569425,-0.0742123118569425,"SGD",5,1522.28919883306
1145,"9-Jul-2020",5,"Withdraw",-0.294643931420232,-0.294643931420232,"SGD",5,1521.99455490164
1146,"9-Jul-2020",5,"Withdraw",-1.29281882521815,-1.29281882521815,"SGD",5,1520.70173607642
